,,,,,Ease of doing business,,,,,Starting a business,,,,,,,,,,,,,,,,Dealing with construction permits,,,,,,,,,,,,,,,,,Getting electricity,,,,,,,,,,,,,,,,,,,,,Registering property,,,,,,,,,,,,,,,,,,,Getting credit,,,,,,,,,,,,,,,Protecting minority investors,,,,,,,,,,,,,,,,,,,,,Paying taxes,,,,,,,,,,,,,,,,,,,,,Trading across borders ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enforcing contracts,,,,,,,,,,,,,,,,,,,,,,,,,Resolving insolvency,,,,,,,,,,,,,
NIGE,Nigeria,Sub-Saharan Africa,Lower middle income,2015,,,46.27,49.99,,,77.37,8.5,30.3,33.4,8.5,30.3,33.4,0,56.12,70.05,83.31,56.12,70.05,83.31,100,,54.27,49.79,16.9,110.2,28,10.2,0.4,1,2,2.8,0,4,52.6,75.74,21.03,67.7,,34.18,45.57,9.8,149.4,496.9,0,0,..,..,N/A,0,0,1,0,0.8,15.8,0,42.85,93.86,0,,,21.36,22.33,12.3,92.2,18.3,5.5,,1.8,0.8,0,3,,5.75,56.36,4.87,18.47,,,60,,,6,,6,0.1,5.8,,12,,,50,75,,61.67,,4,7,,7,5,5,9,6,6.3,,6.2,40,70,,70,50,50,90,,,46.08,59,429.4,33,21.8,10.7,0.4,,,,,,6.67,41.2,90.38,,,,,,19.93,50.12,9,13,1564,1959.5,22.9,33.9,131.4,172.7,135.4,283.7,250,564.3,785.7,1076.8,22.22,15.38,74.86,71.75,64.75,51.74,22.82,28.15,15.45,0,37.5,19.39,25.88,10.27,,,57.19,56.31,40.2,453.7,35.6,288,130,38.9,21.6,11.8,5.5,7.7,,4.2,,1,0,2.5,39.91,72.65,56.39,42.53,,,30.64,,0,2,22,27.9,5,2,2,0,1,30.02,31.25
NIGE,Nigeria,Sub-Saharan Africa,Lower middle income,2016,,47.77,47.87,,,,77.64,8.5,30.3,31.2,8.5,30.3,31.2,0,56.12,70.05,84.39,56.12,70.05,84.39,100,,54.31,,16.9,110.2,25.7,10.2,0.4,1,2,2.8,0,4,52.6,75.74,21.2,67.7,,34.31,,9.8,149.4,455.1,0,0,..,..,N/A,0,0,1,0,0.8,25.9,0,42.85,94.38,0,,26.27,26.27,,12.3,92.2,11.3,5.5,5.5,1.8,0.8,0,3,0,5.75,56.36,24.5,18.47,18.47,,60,,,6,,6,0.1,6.7,,12,,,50,75,,66.67,,7,7,,7,5,5,9,7,6.3,,6.7,70,70,,70,50,50,90,,50.67,51.74,48,429.4,33.9,21.4,12.1,0.4,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.48,25,41.2,89.02,0,0,89.91,100,,19.93,,,,,,,,131.4,172.7,135.4,283.7,250,564.3,785.7,1076.8,,,,,,,22.82,28.15,15.45,0,37.5,19.39,25.88,10.27,,57.19,57.19,,,453.7,35.6,288,130,38.9,21.6,11.8,5.5,7.7,7.7,4.2,4.2,1,0,2.5,,72.65,56.39,42.53,42.53,,30.68,,0,2,22,28,5,2,2,0,1,30.11,31.25
NIGE,Nigeria,Sub-Saharan Africa,Lower middle income,2017,,47.87,,,,,78.99,8.5,24.9,31.3,8.5,24.9,31.3,0,56.12,75.46,84.37,56.12,75.46,84.37,100,,54.33,,16.9,110.2,24.8,10.2,0.4,1,2,2.8,0,4,52.6,75.74,21.26,67.7,,34.36,,9.8,149.4,439.6,0,0,..,..,N/A,0,0,1,0,1,20.1,0,42.85,94.57,0,,26.28,,,12.3,92.2,11.3,5.5,5.5,1.8,0.8,0,3,0,5.75,56.36,24.53,18.47,18.47,,60,,,6,,6,0.1,7.7,,12,,,50,75,,66.67,,7,7,,7,5,5,9,7,6.3,,6.7,70,70,,70,50,50,90,,50.33,,48,429.4,34.9,20.9,13.5,0.4,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.48,25,41.2,87.65,0,0,89.91,100,,19.93,,,,,,,,131.4,172.7,135.4,283.7,250,564.3,785.7,1076.8,,,,,,,22.82,28.15,15.45,0,37.5,19.39,25.88,10.27,,57.19,,,,453.7,35.6,288,130,38.9,21.6,11.8,5.5,7.7,7.7,4.2,4.2,1,0,2.5,,72.65,56.39,42.53,42.53,,30.6,,0,2,22,27.8,5,2,2,0,1,29.96,31.25
NIGE,Nigeria,Sub-Saharan Africa,Lower middle income,2018,,51.52,,,,,80.75,8.5,18.9,29.2,8.5,18.9,29.2,0,56.12,81.49,85.41,56.12,81.49,85.41,100,,57.81,,16.1,110.2,23.2,11.8,2,1,2,2.8,0,4,55.68,75.74,21.37,78.47,,34.68,,9.8,149.4,334.8,0,0,..,..,5,0,0,1,0,1,16.8,0,42.85,95.87,0,,29.07,,,11.8,91.7,11.3,7.4,7.4,1.8,2.7,0,3,0,10.25,56.62,24.66,24.75,24.75,,85,,,9,,8,0.1,7.8,,17,,,75,100,,66.67,,7,7,,7,5,5,9,7,6.3,,6.7,70,70,,70,50,50,90,,53.03,,48,360.4,34.8,21,13.5,0.3,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.48,25,51.88,87.75,0,0,89.91,100,,19.93,,,,,,,,131.4,172.7,135.4,283.7,250,564.3,785.7,1076.8,,,,,,,22.82,28.15,15.45,0,37.5,19.39,25.88,10.27,,57.61,,,,453.7,35.6,288,130,38.9,21.6,11.8,5.5,7.9,7.9,,4.2,1.2,0,2.5,,72.65,56.39,43.81,43.81,,30.6,,0,2,22,27.8,5,2,2,0,1,29.95,31.25
NIGE,Nigeria,Sub-Saharan Africa,Lower middle income,2019,146,52.89,,,,120,82.97,8.5,10.9,27.6,8.5,10.9,27.6,0,56.12,89.53,86.22,56.12,89.53,86.22,100,149,57.84,,16.1,110.2,21.5,11.8,2,1,2,2.8,0,4,55.68,75.74,21.49,78.47,171,42.63,,8,115.3,309.9,0,0,..,..,5,0,0,1,0,1,13.6,16.67,57.68,96.17,0,184,28.89,,,11.8,91.7,11.3,7.2,7.2,1.8,2.4,0,3,0,10.25,56.62,24.72,23.98,23.98,12,85,,,9,,8,0.8,11,,17,,,75,100,38,66.67,,7,7,,7,5,5,9,7,6.3,,6.7,70,70,,70,50,50,90,157,53.53,,48,347.4,34.8,21,13.5,0.3,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.48,25,53.88,87.75,0,0,89.91,100,182,23.08,,,,,,,,119,144,135.4,263.7,250,564.3,785.7,1076.8,,,,,,,30.18,40.17,15.45,5.84,37.5,19.39,25.88,10.27,92,57.9,,,,453.7,35.6,288,130,38.9,21.6,11.8,5.5,8,8,,4.2,1.4,0,2.5,,72.65,56.39,44.67,44.67,149,30.42,,0,2,22,27.5,5,2,2,0,1,29.59,31.25
NGA_Kano,Nigeria Kano,Sub-Saharan Africa,Lower middle income,2014,,,,51.49,53.22,,69.88,10,38,59.7,10,38,59.7,0,47.06,62.31,70.16,47.06,62.31,70.16,100,,,78.04,13,84,3.4,,,,,,,,68,83.29,82.82,,,,51.53,9,94,1000.9,,,,,,,,,,,,0,66.96,87.64,,,,,41.37,10,46,11.9,,,,,,,,25,78.47,20.65,,,,30,56.25,9,6,0,0,0.1,4.9,9,6,90,0,50,0,,61.67,53.33,4,7,5,7,5,5,9,6,6.3,5,6,40,70,50,70,50,50,90,,,49.64,59,360.5,33,21.8,10.7,0.4,,,,,,6.67,51.85,90.39,,,,,,,43.36,9,13,2180,2845,26,37,,,,,,,,,22.22,15.38,61.44,56.02,58.33,46.77,,,,,,,,,,,,58.83,41,476,21,365,90,28.4,10,11.3,7.1,,,,,,,,37.5,70.82,68.17,,,,30.62,29.99,0,2,22,27.9,5,2,2,0,1,29.99,31.25
NGA_Kano,Nigeria Kano,Sub-Saharan Africa,Lower middle income,2015,,,50.38,55.33,,,73.16,10,38,33.5,10,38,33.5,0,47.06,62.31,83.27,47.06,62.31,83.27,100,,75.68,80.91,13,84,1.7,9,0,1,2,2,0,4,68,83.29,91.45,60,,40.2,53.6,9,94,498.2,0,0,1812,173,5,0,0,1,0,0,16.2,0,66.96,93.85,0,,,34.49,41.54,10,46,11.8,4,,1,0,0,3,,25,78.47,21.16,13.33,,,60,,,6,,6,0.1,5.8,,12,,,50,75,,61.67,,4,7,,7,5,5,9,6,6.3,,6,40,70,,70,50,50,90,,,49.64,59,360.5,33,21.8,10.7,0.4,,,,,,6.67,51.85,90.39,,,,,,19.93,43.36,9,13,2180,2845,26,37,131,173,135,284,250,564,786,1077,22.22,15.38,61.44,56.02,58.33,46.77,22.82,28.15,15.45,0,37.5,19.39,25.88,10.27,,,58.37,58.83,41,476,21,365,90,28.4,10,11.3,7.1,6.5,,3,,1,0,2.5,37.5,70.82,68.17,36.11,,,30.64,,0,2,22,27.9,5,2,2,0,1,30.02,31.25
NGA_Kano,Nigeria Kano,Sub-Saharan Africa,Lower middle income,2016,,51.31,51.51,,,,73.42,10,38,31.4,10,38,31.4,0,47.06,62.31,84.31,47.06,62.31,84.31,100,,75.86,,13,84,1.6,9,0,1,2,2,0,4,68,83.29,92.17,60,,40.33,,9,94,456.2,0,0,1764,168,5,0,0,1,0,0,23.1,0,66.96,94.37,0,,34.5,34.5,,10,46,11.8,4,4,1,0,0,3,0,25,78.47,21.2,13.33,13.33,,60,,,6,,6,0.1,6.7,,12,,,50,75,,66.67,,7,7,,7,5,5,9,7,6.3,,7,70,70,,70,50,50,90,,53.34,55.29,48,360.5,33.9,21.4,12.1,0.4,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.48,25,51.85,89.03,0,0,89.91,100,,19.93,,,,,,,,131,173,135,284,250,564,786,1077,,,,,,,22.82,28.15,15.45,0,37.5,19.39,25.88,10.27,,58.37,58.37,,,476,21,365,90,28.4,10,11.3,7.1,6.5,6.5,3,3,1,0,2.5,,70.82,68.17,36.11,36.11,,30.68,,0,2,22,28,5,2,2,0,1,30.11,31.25
NGA_Kano,Nigeria Kano,Sub-Saharan Africa,Lower middle income,2017,,51.54,,,,,76.02,10,28,30.7,10,28,30.7,0,47.06,72.36,84.67,47.06,72.36,84.67,100,,75.93,,13,84,1.5,9,0,1,2,2,0,4,68,83.29,92.44,60,,40.38,,9,94,440.6,0,0,1421,214,5,0,0,1,0,1,20.2,0,66.96,94.56,0,,34.51,,,10,46,11.8,4,4,1,0,0,3,0,25,78.47,21.22,13.33,13.33,,60,,,6,,6,0.1,7.7,,12,,,50,75,,66.67,,7,7,,7,5,5,9,7,6.3,,7,70,70,,70,50,50,90,,53,,48,360.5,34.9,20.9,13.5,0.4,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.48,25,51.85,87.66,0,0,89.91,100,,19.93,,,,,,,,131,173,135,284,250,564,786,1077,,,,,,,22.82,28.15,15.45,0,37.5,19.39,25.88,10.27,,58.37,,,,476,21,365,90,28.4,10,11.3,7.1,6.5,6.5,3,3,1,0,2.5,,70.82,68.17,36.11,36.11,,30.6,,0,2,22,27.8,5,2,2,0,1,29.96,31.25
NGA_Kano,Nigeria Kano,Sub-Saharan Africa,Lower middle income,2018,,54.76,,,,,77.72,10,22,29.1,10,22,29.1,0,47.06,78.39,85.45,47.06,78.39,85.45,100,,79.38,,13,84,1.4,11,2,1,2,2,0,4,68,83.29,92.92,73.33,,40.72,,9,94,328.7,0,0,742,304,5,0,0,1,0,1,18.3,0,66.96,95.94,0,,33.56,,,11,47,11.8,5.5,5.5,1,1.5,0,3,0,16.67,77.99,21.25,18.33,18.33,,85,,,9,,8,0.1,7.8,,17,,,75,100,,66.67,,7,7,,7,5,5,9,7,6.3,,7,70,70,,70,50,50,90,,53.76,,48,341.5,34.8,21,13.5,0.3,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.48,25,54.79,87.76,0,0,89.91,100,,19.93,,,,,,,,131,173,135,284,250,564,786,1077,,,,,,,22.82,28.15,15.45,0,37.5,19.39,25.88,10.27,,60.22,,,,476,21,365,90,28.4,10,11.3,7.1,7.5,7.5,,3,2,0,2.5,,70.82,68.17,41.67,41.67,,30.6,,0,2,22,27.8,5,2,2,0,1,29.95,31.25
NGA_Kano,Nigeria Kano,Sub-Saharan Africa,Lower middle income,2019,,55.51,,,,,79.94,10,14,27.5,10,14,27.5,0,47.06,86.43,86.25,47.06,86.43,86.25,100,,79.52,,13,84,1.3,11,2,1,2,2,0,4,68,83.29,93.45,73.33,,45.08,,8,93,304.2,0,0,..,..,5,0,0,1,0,1,16.3,16.67,67.39,96.24,0,,32.73,,,11,47,11.8,4.5,4.5,1,0.5,0,3,0,16.67,77.99,21.28,15,15,,85,,,9,,8,0.8,11,,17,,,75,100,,66.67,,7,7,,7,5,5,9,7,6.3,,7,70,70,,70,50,50,90,,54.26,,48,328.5,34.8,21,13.5,0.3,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.48,25,56.8,87.76,0,0,89.91,100,,23.08,,,,,,,,119,144,135,264,250,564,786,1077,,,,,,,30.18,40.17,15.45,5.84,37.5,19.39,25.88,10.27,,58.37,,,,476,21,365,90,28.4,10,11.3,7.1,6.5,6.5,,3,1,0,2.5,,70.82,68.17,36.11,36.11,,30.42,,0,2,22,27.5,5,2,2,0,1,29.59,31.25
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2004,,,,,,,52.34,10,38,274.2,10,38,274.2,0,47.06,62.31,0,47.06,62.31,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.17,41,730,,,,92,,,,,,,,,,,37.5,50,0,,,,,27.51,0,2,22,25.6,,,,,,27.51,
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2005,,,,,,,52.34,10,38,218.4,10,38,218.4,0,47.06,62.31,0,47.06,62.31,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.91,14,104,22.5,,,,,,,,0,50.72,0,,,,,56.25,9,,0,,0,0,9,,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.17,41,730,,,,92,,,,,,,,,,,37.5,50,0,,,,,28.07,0,2,22,26.1,,,,,,28.07,
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2006,,,,,,,59.15,9,37,159.3,9,37,159.3,0,52.94,63.32,20.33,52.94,63.32,20.33,100,,,39.25,18,131,278.2,,,,,,,,48,69.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,16.91,14,104,22.5,,,,,,,,0,50.72,0,,,,,56.25,9,,0,,0,0,9,,90,0,,,,,53.33,4,7,5,,,,,,,5,,40,70,50,,,,,,,44.12,47,614,31.1,22,8.4,0.7,,,,,,26.67,12.67,93.03,,,,,,,18.55,10,17,3009,5506,41,53,,,,,,,,,11.11,0,43.37,8.77,27.08,20.97,,,,,,,,,,,,29.17,41,730,,,,92,,,,,,,,,,,37.5,50,0,,,,,28.8,0,2,22,26.8,,,,,,28.8,
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2007,,,,,,,64.79,9,37,114.2,9,37,114.2,0,52.94,63.32,42.91,52.94,63.32,42.91,100,,,39.25,18,131,186.3,,,,,,,,48,69.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,21.85,13,73,21.2,,,,,,,,0,65.55,0,,,,,56.25,9,,0,,0,0,9,,90,0,,,,,53.33,4,7,5,,,,,,,5,,40,70,50,,,,,,,43.7,47,614,32,21.7,9.6,0.7,,,,,,26.67,12.67,91.76,,,,,,,36.19,9,13,3171,3236,26,46,,,,,,,,,22.22,15.38,39.85,49.08,58.33,32.26,,,,,,,,,,,,37.67,40,457,,,,92,,,,,,,,,,,40.63,72.38,0,,,,,30.04,0,2,22,27.9,,,,,,30.04,
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2008,,,,,,,66.05,9,29,120.2,9,29,120.2,0,52.94,71.36,39.89,52.94,71.36,39.89,100,,,39.25,18,131,196.5,,,,,,,,48,69.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,21.85,13,73,22.7,,,,,,,,0,65.55,0,,,,,56.25,9,,0,,0,0,9,,90,0,,,,,53.33,4,7,5,,,,,,,5,,40,70,50,,,,,,,43.7,47,614,32,21.7,9.6,0.7,,,,,,26.67,12.67,91.76,,,,,,,39.3,9,13,2702,2758,26,46,,,,,,,,,22.22,15.38,50.06,57.57,58.33,32.26,,,,,,,,,,,,37.67,40,457,,,,92,,,,,,,,,,,40.63,72.38,0,,,,,29.56,0,2,22,27.5,,,,,,29.56,
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2009,,,,,,,73.52,8,25,80.2,8,25,80.2,0,58.82,75.38,59.89,58.82,75.38,59.89,100,,,39.25,18,131,126.7,,,,,,,,48,69.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,21.85,13,73,22.6,,,,,,,,0,65.55,0,,,,,56.25,9,,0,,0.1,0,9,,90,0,,,,,53.33,4,7,5,,,,,,,5,,40,70,50,,,,,,,53.08,47,432,32,21.7,9.6,0.7,,,,,,26.67,40.8,91.76,,,,,,,38.22,9,13,2964,3283,25,42,,,,,,,,,22.22,15.38,44.36,48.24,60.42,38.71,,,,,,,,,,,,37.67,40,457,,,,92,,,,,,,,,,,40.63,72.38,0,,,,,30.14,0,2,22,28,,,,,,30.14,
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2010,,,,,44.41,,74.32,8,25,73.8,8,25,73.8,0,58.82,75.38,63.1,58.82,75.38,63.1,100,,,39.25,18,131,103.6,,,,,,,,48,69.74,0,,,,39.31,10,166,1435.6,,,,,,,,,,,,0,35.65,82.28,,,,,21.85,13,73,20.5,,,,,,,,0,65.55,0,,,,,56.25,9,,0,,0,0,9,,90,0,,,,,53.33,4,7,5,,,,,,,5,,40,70,50,,,,,,,53.08,47,432,32,21.7,9.6,0.7,,,,,,26.67,40.8,91.76,,,,,,,38.9,9,13,2865,3266,25,41,,,,,,,,,22.22,15.38,46.52,48.54,60.42,40.32,,,,,,,,,,,,37.67,40,457,,,,92,,,,,,,,,,,40.63,72.38,0,,,,,30.14,0,2,22,28,,,,,,30.14,
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2011,,,,,44.24,,74.06,8,25,75.9,8,25,75.9,0,58.82,75.38,62.03,58.82,75.38,62.03,100,,,39.25,18,131,106.8,,,,,,,,48,69.74,0,,,,39.14,10,166,1477.6,,,,,,,,,,,,0,35.65,81.76,,,,,21.85,13,73,20.6,,,,,,,,0,65.55,0,,,,,56.25,9,,0,,0,4.1,9,,90,0,,,,,53.33,4,7,5,,,,,,,5,,40,70,50,,,,,,,53.08,47,432,32,21.7,9.6,0.7,,,,,,26.67,40.8,91.76,,,,,,,38.88,9,13,2994,3414,24,39,,,,,,,,,22.22,15.38,43.7,45.92,62.5,43.55,,,,,,,,,,,,37.67,40,457,,,,92,,,,,,,,,,,40.63,72.38,0,,,,,28.9,0,2,22,26.8,,,,,,28.9,
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2012,,,,,45.51,,74.21,8,28,68.7,8,28,68.7,0,58.82,72.36,65.63,58.82,72.36,65.63,100,,,39.25,18,131,95.6,,,,,,,,48,69.74,0,,,,39.78,10,166,1322,,,,,,,,,,,,0,35.65,83.68,,,,,21.85,13,73,20.5,,,,,,,,0,65.55,0,,,,,56.25,9,,0,,0.1,4.1,9,,90,0,,,,,53.33,4,7,5,,,,,,,5,,40,70,50,,,,,,,52.91,47,432,32.4,22.1,9.6,0.7,,,,,,26.67,40.8,91.25,,,,,,,49.49,9,13,1480,1687,24,39,,,,,,,,,22.22,15.38,76.69,76.58,62.5,43.55,,,,,,,,,,,,37.67,40,457,42,273,142,92,75,12,5,,,,,,,,40.63,72.38,0,,,,,30.4,0,2,22,28.2,,,,,,30.4,
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2013,,,,,45.19,,74.91,8,28,63.1,8,28,63.1,0,58.82,72.36,68.45,58.82,72.36,68.45,100,,,39.25,18,131,79.1,,,,,,,,48,69.74,0,,,,40.72,10,166,1094,,,,,,,,,,,,0,35.65,86.49,,,,,21.21,13,77,20.4,,,,,,,,0,63.64,0,,,,,56.25,9,,0,,0.1,4.1,9,,90,0,,,,,53.33,4,7,5,,,,,,,5,,40,70,50,,,,,,,48.46,53,450,32.7,21.9,10.2,0.7,,,,,,16.67,38.02,90.7,,,,,,,49.76,9,13,1456,1625,24,39,,,,,,,,,22.22,15.38,77.21,77.69,62.5,43.55,,,,,,,,,,,,37.67,40,457,42,273,142,92,75,12,5,,,,,,,,40.63,72.38,0,,,,,30.39,0,2,22,28.2,,,,,,30.39,
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2014,,,,44.87,46.6,,75.5,8,28,58.3,8,28,58.3,0,58.82,72.36,70.83,58.82,72.36,70.83,100,,,40.5,18,118,72.1,,,,,,,,48,73.49,0,,,,41.11,10,166,997.8,,,,,,,,,,,,0,35.65,87.68,,,,,16.59,13,106,20.4,,,,,,,,0,49.76,0,,,,30,56.25,9,6,0,0,0.1,4.9,9,6,90,0,50,0,,61.67,53.33,4,7,5,7,5,5,9,6,6.3,5,6,40,70,50,70,50,50,90,,,45.02,59,450,33,21.8,10.7,0.4,,,,,,6.67,38.02,90.38,,,,,,,52.14,9,13,1380,1695,22,33,,,,,,,,,22.22,15.38,78.87,76.44,66.67,53.23,,,,,,,,,,,,55.56,40,447,40,265,142,42,25,12,5,,,,,,,,40.63,73.2,52.87,,,,30.62,29.99,0,2,22,27.9,5,2,2,0,1,29.99,31.25
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2015,,,45.04,48.39,,,78.63,8,28,33.3,8,28,33.3,0,58.82,72.36,83.33,58.82,72.36,83.33,100,,47.87,40.5,18,118,35.9,10.5,0.5,1,2,3,0,4,48,73.49,0,70,,32.38,43.17,10,166,496.6,0,0,..,..,N/A,0,0,1,0,1,15.7,0,35.65,93.87,0,,,17.44,16.59,13,106,20.2,6,,2,1,0,3,,0,49.76,0,20,,,60,,,6,,6,0.1,5.8,,12,,,50,75,,61.67,,4,7,,7,5,5,9,6,6.3,,6,40,70,,70,50,50,90,,,45.02,59,450,33,21.8,10.7,0.4,,,,,,6.67,38.02,90.38,,,,,,19.93,52.14,9,13,1380,1695,22,33,131,173,135,284,250,564,786,1077,22.22,15.38,78.87,76.44,66.67,53.23,22.82,28.15,15.45,0,37.5,19.39,25.88,10.27,,,56.84,55.56,40,447,40,265,142,42,25,12,5,8,,4.5,,1,0,2.5,40.63,73.2,52.87,44.44,,,30.64,,0,2,22,27.9,5,2,2,0,1,30.02,31.25
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2016,,46.71,46.79,,,,78.9,8,28,31.2,8,28,31.2,0,58.82,72.36,84.42,58.82,72.36,84.42,100,,47.87,,18,118,32.9,10.5,0.5,1,2,3,0,4,48,73.49,0,70,,32.51,,10,166,454.7,0,0,..,..,N/A,0,0,1,0,1,26.7,0,35.65,94.39,0,,23.81,23.81,,13,106,11.2,6,6,2,1,0,3,0,0,49.76,25.48,20,20,,60,,,6,,6,0.1,6.7,,12,,,50,75,,66.67,,7,7,,7,5,5,9,7,6.3,,7,70,70,,70,50,50,90,,49.88,50.68,48,450,33.9,21.4,12.1,0.4,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.48,25,38.02,89.02,0,0,89.91,100,,19.93,,,,,,,,131,173,135,284,250,564,786,1077,,,,,,,22.82,28.15,15.45,0,37.5,19.39,25.88,10.27,,56.84,56.84,,,447,40,265,142,42,25,12,5,8,8,4.5,4.5,1,0,2.5,,73.2,52.87,44.44,44.44,,30.68,,0,2,22,28,5,2,2,0,1,30.11,31.25
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2017,,46.77,,,,,79.87,8,24,31.4,8,24,31.4,0,58.82,76.38,84.28,58.82,76.38,84.28,100,,47.87,,18,118,31.8,10.5,0.5,1,2,3,0,4,48,73.49,0,70,,32.56,,10,166,439.3,0,0,..,..,N/A,0,0,1,0,1,20.1,0,35.65,94.58,0,,23.82,,,13,106,11.2,6,6,2,1,0,3,0,0,49.76,25.52,20,20,,60,,,6,,6,0.1,7.7,,12,,,50,75,,66.67,,7,7,,7,5,5,9,7,6.3,,7,70,70,,70,50,50,90,,49.54,,48,450,34.9,20.9,13.5,0.4,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.48,25,38.02,87.65,0,0,89.91,100,,19.93,,,,,,,,131,173,135,284,250,564,786,1077,,,,,,,22.82,28.15,15.45,0,37.5,19.39,25.88,10.27,,56.84,,,,447,40,265,142,42,25,12,5,8,8,4.5,4.5,1,0,2.5,,73.2,52.87,44.44,44.44,,30.6,,0,2,22,27.8,5,2,2,0,1,29.96,31.25
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2018,,50.55,,,,,81.66,8,18,29.2,8,18,29.2,0,58.82,82.41,85.4,58.82,82.41,85.4,100,,51.37,,17,118,29.8,12,2,1,2,3,0,4,52,73.49,0,80,,32.87,,10,166,336.7,0,0,..,..,5,0,0,1,0,1,16.4,0,35.65,95.84,0,,27.73,,,12,105,11.1,8,8,2,3,0,3,0,8.33,50.24,25.67,26.67,26.67,,85,,,9,,8,0.1,7.8,,17,,,75,100,,66.67,,7,7,,7,5,5,9,7,6.3,,7,70,70,,70,50,50,90,,52.81,,48,366,34.8,21,13.5,0.3,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.48,25,51,87.75,0,0,89.91,100,,19.93,,,,,,,,131,173,135,284,250,564,786,1077,,,,,,,22.82,28.15,15.45,0,37.5,19.39,25.88,10.27,,56.84,,,,447,40,265,142,42,25,12,5,8,8,,4.5,1,0,2.5,,73.2,52.87,44.44,44.44,,30.6,,0,2,22,27.8,5,2,2,0,1,29.95,31.25
NGA,Nigeria Lagos,Sub-Saharan Africa,Lower middle income,2019,,52.11,,,,,83.87,8,10,27.6,8,10,27.6,0,58.82,90.45,86.21,58.82,90.45,86.21,100,,51.37,,17,118,27.5,12,2,1,2,3,0,4,52,73.49,0,80,,41.9,,8,122,311.6,0,0,..,..,5,0,0,1,0,1,12.8,16.67,54.78,96.15,0,,27.75,,,12,105,11.1,8,8,2,3,0,3,0,8.33,50.24,25.75,26.67,26.67,,85,,,9,,8,0.8,11,,17,,,75,100,,66.67,,7,7,,7,5,5,9,7,6.3,,7,70,70,,70,50,50,90,,53.31,,48,353,34.8,21,13.5,0.3,No VAT refund per case study scenario,No VAT refund per case study scenario,7,0,47.48,25,53.01,87.75,0,0,89.91,100,,23.08,,,,,,,,119,144,135,264,250,564,786,1077,,,,,,,30.18,40.17,15.45,5.84,37.5,19.39,25.88,10.27,,57.76,,,,447,40,265,142,42,25,12,5,8.5,8.5,,4.5,1.5,0,2.5,,73.2,52.87,47.22,47.22,,30.42,,0,2,22,27.5,5,2,2,0,1,29.59,31.25
NOR,Norway,High income: OECD,High income,2004,,,,,,,87.43,5,18,3.5,5,18,3.5,29.8,76.47,82.41,98.26,76.47,82.41,98.26,92.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.31,34,430,,,,9.9,,,,,,,,,,,59.38,74.59,88.98,,,,,100,1,0.9,1,94.4,,,,,,100,
